text,aku_text_id,aku_url,n_signs,genre,textinhalt_raw,datierung,epoche,date_start,date_end,date_mid,register,notes
"Kairo, Institut français d’archéologie orientale, 1606",137566,https://aku-pal.uni-mainz.de/texts/137566,76,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 39 – Neues Reich, 19. Dynastie, Ramses II., Regierungsjahr 63",Neues Reich,-1241,-1216,-1228,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 3023 New York City, Pierpont Morgan Library, Amh. Egy. Pap. 1",5000035,https://aku-pal.uni-mainz.de/texts/5000035,74,Erzählung,Erzählung,"Mittleres Reich, 12. Dynastie, Amenemhet III.",Mittleres Reich,-1831,-1786,-1808,,
D. Assiut N13.1 TS25,5000637,https://aku-pal.uni-mainz.de/texts/5000637,74,Lehre,Lehre (Man to his son),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 7809 + P. 7810 Paris, Musée du Louvre, AF 11112",56095,https://aku-pal.uni-mainz.de/texts/56095,73,Götternamen und -Titel,Götternamen und -Titel,"Griechisch-römische Zeit, Antoninische Dynastie, Trajan – Griechisch-römische Zeit, Antoninische Dynastie, Antoninus Pius",Griechisch-römische Zeit,98,161,130,,
"London, British Museum, EA 10182",380894,https://aku-pal.uni-mainz.de/texts/380894,73,Lehre,Lehre,"Neues Reich, 19. Dynastie, Sethos II., Regierungsjahr 1",Neues Reich,-1200,-1199,-1200,,
"Kairo, Institut français d’archéologie orientale, 222",137101,https://aku-pal.uni-mainz.de/texts/137101,72,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 29, Monat 4, Jahreszeit ꜣḫ.t, Tag 20 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 29, Monat 4, Jahreszeit šm.w, Tag 30",Neues Reich,-1156,-1155,-1156,,
O. DEM_2018_M25_176 + 2019_M25_096,5001133,https://aku-pal.uni-mainz.de/texts/5001133,71,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, British Museum, EA 10672",44763,https://aku-pal.uni-mainz.de/texts/44763,70,nicht spezifiziert,nicht spezifiziert,Griechisch-römische Zeit,Griechisch-römische Zeit,-332,395,32,,
"Paris, Bibliothèque Nationale de France, Egyptien 209",5000402,https://aku-pal.uni-mainz.de/texts/5000402,70,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2",Neues Reich,-1293,-1292,-1292,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 23256",133848,https://aku-pal.uni-mainz.de/texts/133848,70,Totenbuch,Totenbuch,"Griechisch-römische Zeit, Argeaden („Makedonierzeit“) – Griechisch-römische Zeit, Ptolemäerzeit",Griechisch-römische Zeit,-332,-30,-181,,
"Prag, Náprstek Museum, P 3824",5001144,https://aku-pal.uni-mainz.de/texts/5001144,68,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 404",137001,https://aku-pal.uni-mainz.de/texts/137001,67,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 2, Jahreszeit pr.t, Tag 30 – Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 3, Jahreszeit pr.t, Tag 30",Neues Reich,-1292,-1291,-1292,,
"Kairo, Institut français d’archéologie orientale, 66",137092,https://aku-pal.uni-mainz.de/texts/137092,67,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Regierungsjahr 28, Monat 3, Jahreszeit šm.w, Tag 26 – Neues Reich, 20. Dynastie, Regierungsjahr 28, Monat 4, Jahreszeit šm.w, Tag 27",Neues Reich,-1159,-1158,-1158,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10621",5000210,https://aku-pal.uni-mainz.de/texts/5000210,66,Administrativer Text,Administrativer Text (working report),"Neues Reich, 18. Dynastie, Thutmosis III.",Neues Reich,-1479,-1425,-1452,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 11248",139911,https://aku-pal.uni-mainz.de/texts/139911,66,Administrativer Text,Administrativer Text (Document of absence or presence),"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 10101 a",135335,https://aku-pal.uni-mainz.de/texts/135335,65,Mundöffnungsritual,Mundöffnungsritual,"Neues Reich, 20. Dynastie, Ramses XI.",Neues Reich,-1099,-1069,-1084,,
D. Assiut N13.1 TN13,5000487,https://aku-pal.uni-mainz.de/texts/5000487,65,Besuchertext,Besuchertext (Scribe of prince of the oasis Ipu),"Zweite Zwischenzeit, 17. Dynastie – Neues Reich, 18. Dynastie, Amenhotep I.",Zweite Zwischenzeit,-1580,-1504,-1542,,
"Paris, Bibliothèque Nationale de France, Egyptien 206",5000400,https://aku-pal.uni-mainz.de/texts/5000400,63,Haushaltsliste,Haushaltsliste,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2, Monat 4, Jahreszeit šm.w, Tag 3",Neues Reich,-1293,-1292,-1292,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12651 Kairo, Institut français d’archéologie orientale, 210 Wien, Papyrusmuseum, Österreichische Nationalbibliothek, Hier. 4",136998,https://aku-pal.uni-mainz.de/texts/136998,63,Administrativer Text,Administrativer Text (Deliveries and/or deficits; Duty roster; Events),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 4",Neues Reich,-1150,-1149,-1150,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10615",5000095,https://aku-pal.uni-mainz.de/texts/5000095,62,Administrativer Text,Administrativer Text,"Neues Reich, 18. Dynastie, Thutmosis III., Regierungsjahr 43, Monat 2, Jahreszeit pr.t, Tag 2",Neues Reich,-1437,-1436,-1436,,
"Turin, Museo Egizio, CGT 57020",138914,https://aku-pal.uni-mainz.de/texts/138914,62,Haushaltsliste,Haushaltsliste (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 16, Monat 3, Jahreszeit pr.t, Tag 23 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 16, Monat 1, Jahreszeit šm.w, Tag 5",Neues Reich,-1169,-1168,-1168,,
"Luxor, Luxor Museum of Egyptian Art, DAN hierat 5",5000985,https://aku-pal.uni-mainz.de/texts/5000985,62,Kemit,Kemit,"Zweite Zwischenzeit, 17. Dynastie – Neues Reich, 18. Dynastie",Zweite Zwischenzeit,-1580,-1295,-1438,,
"Paris, Bibliothèque Nationale de France, Egyptien 205",5000399,https://aku-pal.uni-mainz.de/texts/5000399,61,Haushaltsliste,Haushaltsliste,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 2",Neues Reich,-1293,-1292,-1292,,
"Sankt Petersburg, State Hermitage Museum, ДВ 1116 B vo",5000405,https://aku-pal.uni-mainz.de/texts/5000405,61,Literarischer Text,Literarischer Text (Die Prophezeiungen des Neferti),"Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1427,-1400,-1414,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 10482",5000290,https://aku-pal.uni-mainz.de/texts/5000290,61,Sargtexte,Sargtexte,"Mittleres Reich, 11. Dynastie (nach der Reichseinigung) – Mittleres Reich, 12. Dynastie",Mittleres Reich,-2055,-1773,-1914,,
D. Assiut N13.1 TS39,5000642,https://aku-pal.uni-mainz.de/texts/5000642,60,Historischer Vermerk,Historischer Vermerk,"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 26, Monat 2, Jahreszeit pr.t, Tag 9 – Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1159,-1153,-1156,,
"Turin, Museo Egizio, CGT 57072",138951,https://aku-pal.uni-mainz.de/texts/138951,59,Materialliste,Materialliste (Deliveries and/or deficits of products (wood)),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 28 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 30",Neues Reich,-1157,-1154,-1156,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12366",5000949,https://aku-pal.uni-mainz.de/texts/5000949,59,Kemit,Kemit,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
D. Assiut N13.1 TAS1,5000603,https://aku-pal.uni-mainz.de/texts/5000603,58,Lehre,"Lehre (Loyalistic, Kairsu)","Neues Reich, 18. Dynastie, Thutmosis III. (Alleinregierung) – Neues Reich, 18. Dynastie, Amenhotep II.",Neues Reich,-1458,-1400,-1429,,
"Kairo, Ägyptisches Museum, CG 25726 London, British Museum, EA 50722",136375,https://aku-pal.uni-mainz.de/texts/136375,58,Administrativer Text,Administrativer Text (Deliveries and/or deficits; Events),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1, Monat 2, Jahreszeit pr.t, Tag 22",Neues Reich,-1153,-1152,-1152,,
"Cambridge, Fitzwilliam Museum, E.GA.4758.1943",5001131,https://aku-pal.uni-mainz.de/texts/5001131,58,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 57030",138921,https://aku-pal.uni-mainz.de/texts/138921,56,Haushaltsliste,Haushaltsliste (Document of absence or presence),"Neues Reich, 20. Dynastie, Ramses III., Tag 3 – Neues Reich, 20. Dynastie, Ramses III., Tag 21",Neues Reich,-1184,-1153,-1168,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 11272",136326,https://aku-pal.uni-mainz.de/texts/136326,56,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses III., Monat 3, Jahreszeit ꜣḫ.t, Tag 23",Neues Reich,-1184,-1153,-1168,,
"Kairo, Institut français d’archéologie orientale, 207",136986,https://aku-pal.uni-mainz.de/texts/136986,56,Administrativer Text,Administrativer Text (Deliveries and/or deficits; Duty roster; Events),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 25, Monat 4, Jahreszeit šm.w, Tag 6 – Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 25, Monat 4, Jahreszeit šm.w, Tag 30",Neues Reich,-1160,-1159,-1160,,
"Paris, Bibliothèque Nationale de France, Egyptien 211",5000403,https://aku-pal.uni-mainz.de/texts/5000403,55,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit šm.w, Tag 18 – Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit ꜣḫ.t, Tag 15",Neues Reich,-1292,-1291,-1292,,
"Kairo, Ägyptisches Museum, JE 58063",5000358,https://aku-pal.uni-mainz.de/texts/5000358,55,Administrativer Text,Administrativer Text,"Altes Reich, 5. Dynastie, Neferirkare I.",Altes Reich,-2475,-2455,-2465,,
D. Assiut N13.1 TS1,5000614,https://aku-pal.uni-mainz.de/texts/5000614,55,Brief,Brief (an einen Lebenden) (Letter of scribe Neferit to his brothers Khaemwaset and Neferrenpet),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"New York City, Academy of Medicine, 217",5000689,https://aku-pal.uni-mainz.de/texts/5000689,55,Medizinischer Text,Medizinischer Text,"Zweite Zwischenzeit, 17. Dynastie – Neues Reich, 18. Dynastie",Zweite Zwischenzeit,-1580,-1295,-1438,,
"Edinburgh, National Museums of Scotland, The Royal Museum of Scotland, A 1956.314",57971,https://aku-pal.uni-mainz.de/texts/57971,54,Buch vom Atmen,Buch vom Atmen,"Griechisch-römische Zeit, Iulisch-Claudische Dynastie, Augustus, Regierungsjahr 19, Tag 26, Pachon",Griechisch-römische Zeit,-12,-11,-12,,
D. Assiut N13.1 TS45,5000719,https://aku-pal.uni-mainz.de/texts/5000719,53,Fürbitte,Fürbitte,"Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1184,-1153,-1168,,
"Kairo, Institut français d’archéologie orientale, 202 Straßburg, Bibliothèque nationale et universitaire de Strasbourg, H. hier. 42",136993,https://aku-pal.uni-mainz.de/texts/136993,52,Administrativer Text,"Administrativer Text (Duty roster, Deliveries and/or deficits of products, Events)","Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1",Neues Reich,-1153,-1152,-1152,,
"Kairo, Institut français d’archéologie orientale, 2561",5001059,https://aku-pal.uni-mainz.de/texts/5001059,52,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. DeM 612,137471,https://aku-pal.uni-mainz.de/texts/137471,51,Namenliste/Onomasticon,Namenliste/Onomasticon,"Neues Reich, 19. Dynastie, Siptah – Neues Reich, 19. Dynastie, Tausret",Neues Reich,-1194,-1186,-1190,,
"Kairo, Ägyptisches Museum, JE 26230",134444,https://aku-pal.uni-mainz.de/texts/134444,51,Totenbuch,Totenbuch,"Dritte Zwischenzeit, 21. Dynastie, Siamun, Regierungsjahr 5",Dritte Zwischenzeit,-974,-973,-974,,
"Straßburg, Bibliothèque nationale et universitaire de Strasbourg, H. hier. 82",137116,https://aku-pal.uni-mainz.de/texts/137116,51,Administrativer Text,Administrativer Text (Dtuy roster; Events),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1",Neues Reich,-1153,-1152,-1152,,
"Kairo, Institut français d’archéologie orientale, 2598",5001014,https://aku-pal.uni-mainz.de/texts/5001014,51,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 2542",5001036,https://aku-pal.uni-mainz.de/texts/5001036,51,Kemit,Kemit,"Neues Reich, 19. Dynastie, Ramses II.",Neues Reich,-1279,-1213,-1246,,
"Kairo, Ägyptisches Museum, CG 58032",5000294,https://aku-pal.uni-mainz.de/texts/5000294,50,Hymnus im Götterkult,Hymnus im Götterkult,"Dritte Zwischenzeit, 21. Dynastie, Siamun, Regierungsjahr 5, Monat 4, Jahreszeit šm.w, Tag 21",Dritte Zwischenzeit,-974,-973,-974,,
"Kairo, Ägyptisches Museum, JE 95838",134448,https://aku-pal.uni-mainz.de/texts/134448,50,Totenbuch,Totenbuch,"Dritte Zwischenzeit, 21. Dynastie",Dritte Zwischenzeit,-1069,-945,-1007,,
"München, Staatliche Sammlung Ägyptischer Kunst, ÄS 7123",5000933,https://aku-pal.uni-mainz.de/texts/5000933,50,Funerärer Ritualtext,Funerärer Ritualtext,"Altes Reich, 6. Dynastie",Altes Reich,-2345,-2181,-2263,,
D. Assiut N13.1 TS26,5000638,https://aku-pal.uni-mainz.de/texts/5000638,49,Kolophon,Kolophon,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Sankt Petersburg, State Hermitage Museum, ДВ 1115",5000029,https://aku-pal.uni-mainz.de/texts/5000029,49,Erzählung,Erzählung (Shipwrecked Sailor),"Mittleres Reich, 11. Dynastie (nach der Reichseinigung) – Mittleres Reich, 12. Dynastie",Mittleres Reich,-2055,-1773,-1914,,
"Paris, Musée du Louvre, AE/E 3230 b",5000404,https://aku-pal.uni-mainz.de/texts/5000404,48,Brief,Brief (an einen Lebenden),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 12629",139942,https://aku-pal.uni-mainz.de/texts/139942,48,nicht spezifiziert,nicht spezifiziert,"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 26",Neues Reich,-1159,-1158,-1158,,
"Kairo, Institut français d’archéologie orientale, 12",136969,https://aku-pal.uni-mainz.de/texts/136969,48,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 4, Jahreszeit šm.w, Tag 20",Neues Reich,-1292,-1291,-1292,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 14255",136337,https://aku-pal.uni-mainz.de/texts/136337,48,Administrativer Text,Administrativer Text (Progress report; Account of materials and equipment),"Neues Reich, 19. Dynastie, Ramses II. – Neues Reich, 20. Dynastie, Ramses III.",Neues Reich,-1279,-1153,-1216,,
"Kairo, Institut français d’archéologie orientale, OL 1",5001091,https://aku-pal.uni-mainz.de/texts/5001091,48,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. DEM_2019_M25_197,5001137,https://aku-pal.uni-mainz.de/texts/5001137,48,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. Amarna EA 329,5001070,https://aku-pal.uni-mainz.de/texts/5001070,47,Kemit,Kemit,"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Oxford, Ashmolean Museum, ANAsh.Mus.H.O.943",5001157,https://aku-pal.uni-mainz.de/texts/5001157,47,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Ann Arbor, University of Michigan, Kelsey Museum of Ancient and Mediaeval Archaeology, 1981.04.0025 Florenz, Museo Egizio, 11912 a–b New York City, Metropolitan Museum of Art, 25.3.212 a-g Providence (RI), John Hay Library, 18077 Toronto, Royal Ontario Museum, 910.85.222 [b]",57072,https://aku-pal.uni-mainz.de/texts/57072,46,Totenbuch,Totenbuch,"Spätzeit, 26. Dynastie, Psammetich I.",Spätzeit,-664,-610,-637,,
"Kairo, Institut français d’archéologie orientale, 1",136955,https://aku-pal.uni-mainz.de/texts/136955,46,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 1, Jahreszeit ꜣḫ.t, Tag 10",Neues Reich,-1292,-1291,-1292,,
"Kairo, Institut français d’archéologie orientale, 2556",5001156,https://aku-pal.uni-mainz.de/texts/5001156,46,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Turin, Museo Egizio, CGT 54052",5000061,https://aku-pal.uni-mainz.de/texts/5000061,45,Magischer Text,Magischer Text,"Neues Reich, 19. Dynastie",Neues Reich,-1295,-1186,-1240,,
"London, British Museum, EA 66412",136408,https://aku-pal.uni-mainz.de/texts/136408,45,Administrativer Text,Administrativer Text (Deliveries and/or deficits of rations),"Neues Reich, 20. Dynastie, Ramses IV., Tag 20 – Neues Reich, 20. Dynastie, Ramses VII.",Neues Reich,-1153,-1129,-1141,,
D. Assiut N13.1 TN3,5000669,https://aku-pal.uni-mainz.de/texts/5000669,45,Prophezeiung,Prophezeiung (Speech of Neferti),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Berlin, Ägyptisches Museum und Papyrussammlung, P. 9906",136286,https://aku-pal.uni-mainz.de/texts/136286,45,Administrativer Text,Administrativer Text (Progress report),"Neues Reich, 20. Dynastie, Ramses III., Regierungsjahr 6, Monat 1, Jahreszeit ꜣḫ.t, Tag 15",Neues Reich,-1179,-1178,-1178,,
"Turin, Museo Egizio, CGT 57554",5000988,https://aku-pal.uni-mainz.de/texts/5000988,45,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"Kairo, Institut français d’archéologie orientale, 1024",137299,https://aku-pal.uni-mainz.de/texts/137299,44,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Ramses II., Monat 2, Jahreszeit pr.t, Tag 20 – Neues Reich, 19. Dynastie, Ramses II., Monat 2, Jahreszeit pr.t, Tag 23",Neues Reich,-1279,-1213,-1246,,
"Kairo, Institut français d’archéologie orientale, 2513",5001047,https://aku-pal.uni-mainz.de/texts/5001047,44,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
O. Amheida 11050,5001108,https://aku-pal.uni-mainz.de/texts/5001108,44,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
"London, British Museum, EA 50730 + EA 50745",136380,https://aku-pal.uni-mainz.de/texts/136380,43,Administrativer Text,Administrativer Text (Progress report; Account of absenses/presences),"Neues Reich, 20. Dynastie, Ramses VI., Regierungsjahr 1, Monat 3, Jahreszeit šm.w, Tag 5 – Neues Reich, 20. Dynastie, Ramses VI., Regierungsjahr 1, Monat 3, Jahreszeit šm.w, Tag 14",Neues Reich,-1143,-1142,-1142,,
"Kairo, Institut français d’archéologie orientale, 8",136964,https://aku-pal.uni-mainz.de/texts/136964,43,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 19. Dynastie, Sethos I., Regierungsjahr 3, Monat 3, Jahreszeit pr.t, Tag 10",Neues Reich,-1292,-1291,-1292,,
"Turin, Museo Egizio, CGT 57393",5000701,https://aku-pal.uni-mainz.de/texts/5000701,43,Administrativer Text,Administrativer Text (Duty roster - Deliveries and/or deficits),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2, Tag 10 – Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 2, Tag 30",Neues Reich,-1152,-1151,-1152,,
"Kairo, Institut français d’archéologie orientale, 2512",5001048,https://aku-pal.uni-mainz.de/texts/5001048,43,Kemit,Kemit,"Neues Reich, 19. Dynastie – Neues Reich, 20. Dynastie",Neues Reich,-1295,-1069,-1182,,
D. Assiut N13.1 TS3,5000626,https://aku-pal.uni-mainz.de/texts/5000626,42,Hymnus im Götterkult,Hymnus im Götterkult (Praise to Hapi),"Neues Reich, 18. Dynastie",Neues Reich,-1550,-1295,-1422,,
"Kairo, Institut français d’archéologie orientale, SA 2533 + SA 341 + SA 4295 (?) + SA 6226",137586,https://aku-pal.uni-mainz.de/texts/137586,42,Administrativer Text,Administrativer Text (Deliveries and/or deficits of products),"Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1, Monat 4, Jahreszeit šm.w, Tag 22 – Neues Reich, 20. Dynastie, Ramses IV., Regierungsjahr 1",Neues Reich,-1153,-1152,-1152,,
